created_at,full_text,text_casefolded,text_clean,text_tokens,text_normalized,text_stopword,text_stemmed,sentimen,text_stemmed_str
2025-02-12 06:12:55+00:00,@cimotyy Bank BBRI menyalurkan kredit sebesar Rp1.355 triliun sepanjang 2024 semoga program ini berjalan dengan lancar #BRIKonsistenLayaniUMKM https://t.co/RdHwFCpHmr,@cimotyy bank bbri menyalurkan kredit sebesar rp1.355 triliun sepanjang 2024 semoga program ini berjalan dengan lancar #brikonsistenlayaniumkm https://t.co/rdhwfcphmr,bank bbri menyalurkan kredit sebesar rp triliun sepanjang semoga program ini berjalan dengan lancar,"['bank', 'bbri', 'menyalurkan', 'kredit', 'sebesar', 'rp', 'triliun', 'sepanjang', 'semoga', 'program', 'ini', 'berjalan', 'dengan', 'lancar']","['bank', 'bbri', 'menyalurkan', 'kredit', 'sebesar', 'rp', 'triliun', 'sepanjang', 'semoga', 'program', 'ini', 'berjalan', 'dengan', 'lancar']","['bank', 'bbri', 'menyalurkan', 'kredit', 'sebesar', 'rp', 'triliun', 'sepanjang', 'semoga', 'program', 'berjalan', 'lancar']","['bank', 'bbri', 'salur', 'kredit', 'besar', 'rp', 'triliun', 'panjang', 'moga', 'program', 'jalan', 'lancar']",positif,bank bbri salur kredit besar rp triliun panjang moga program jalan lancar
2025-02-12 06:18:29+00:00,Breaking News! Laba BRI (BBRI) 2024 Capai Rp60 64 Triliun https://t.co/c97v4ckWoP #BRIKonsistenLayaniUMKM,breaking news! laba bri (bbri) 2024 capai rp60 64 triliun https://t.co/c97v4ckwop #brikonsistenlayaniumkm,breaking news laba bri bbri capai rp triliun,"['breaking', 'news', 'laba', 'bri', 'bbri', 'capai', 'rp', 'triliun']","['breaking', 'news', 'laba', 'bri', 'bbri', 'capai', 'rp', 'triliun']","['breaking', 'news', 'laba', 'bri', 'bbri', 'capai', 'rp', 'triliun']","['breaking', 'news', 'laba', 'bri', 'bbri', 'capai', 'rp', 'triliun']",positif,breaking news laba bri bbri capai rp triliun
2025-02-12 06:19:44+00:00,Direktur Utama BRI Sunarso mengungkapkan bahwa rasio pembagian dividen untuk tahun buku 2024 diharapkan akan berada di kisaran 80-85 persen. Selengkapnya: https://t.co/I7wjAVUXU6 #bankbri #bbri #dividen #dividenbri #direkturutamabri #dividenjumbo https://t.co/ABIYi4Omej,direktur utama bri sunarso mengungkapkan bahwa rasio pembagian dividen untuk tahun buku 2024 diharapkan akan berada di kisaran 80-85 persen. selengkapnya: https://t.co/i7wjavuxu6 #bankbri #bbri #dividen #dividenbri #direkturutamabri #dividenjumbo https://t.co/abiyi4omej,direktur utama bri sunarso mengungkapkan bahwa rasio pembagian dividen untuk tahun buku diharapkan akan berada di kisaran persen selengkapnya,"['direktur', 'utama', 'bri', 'sunarso', 'mengungkapkan', 'bahwa', 'rasio', 'pembagian', 'dividen', 'untuk', 'tahun', 'buku', 'diharapkan', 'akan', 'berada', 'di', 'kisaran', 'persen', 'selengkapnya']","['direktur', 'utama', 'bri', 'sunarso', 'mengungkapkan', 'bahwa', 'rasio', 'pembagian', 'dividen', 'untuk', 'tahun', 'buku', 'diharapkan', 'akan', 'berada', 'di', 'kisaran', 'persen', 'selengkapnya']","['direktur', 'utama', 'bri', 'sunarso', 'mengungkapkan', 'rasio', 'pembagian', 'dividen', 'tahun', 'buku', 'diharapkan', 'berada', 'kisaran', 'persen', 'selengkapnya']","['direktur', 'utama', 'bri', 'sunarso', 'ungkap', 'rasio', 'bagi', 'dividen', 'tahun', 'buku', 'harap', 'ada', 'kisar', 'persen', 'lengkap']",positif,direktur utama bri sunarso ungkap rasio bagi dividen tahun buku harap ada kisar persen lengkap
2025-02-12 06:55:05+00:00,MSCI = BBCA BBRI BMRI TLKM ASII BBNI AMMN ADRO AMRT GOTO TPIA CPIN INDF KLBF ICBP BRPT UNTR,msci = bbca bbri bmri tlkm asii bbni ammn adro amrt goto tpia cpin indf klbf icbp brpt untr,msci bbca bbri bmri tlkm asii bbni ammn adro amrt goto tpia cpin indf klbf icbp brpt untr,"['msci', 'bbca', 'bbri', 'bmri', 'tlkm', 'asii', 'bbni', 'ammn', 'adro', 'amrt', 'goto', 'tpia', 'cpin', 'indf', 'klbf', 'icbp', 'brpt', 'untr']","['msci', 'bbca', 'bbri', 'bmri', 'tlkm', 'asii', 'bbni', 'ammn', 'adro', 'amrt', 'goto', 'tpia', 'cpin', 'indf', 'klbf', 'icbp', 'brpt', 'untr']","['msci', 'bbca', 'bbri', 'bmri', 'tlkm', 'asii', 'bbni', 'ammn', 'adro', 'amrt', 'goto', 'tpia', 'cpin', 'indf', 'klbf', 'icbp', 'brpt', 'untr']","['msci', 'bbca', 'bbri', 'bmri', 'tlkm', 'asi', 'bbni', 'ammn', 'adro', 'amrt', 'goto', 'tpia', 'cpin', 'indf', 'klbf', 'icbp', 'brpt', 'untr']",netral,msci bbca bbri bmri tlkm asi bbni ammn adro amrt goto tpia cpin indf klbf icbp brpt untr
2025-02-12 07:10:00+00:00,BRI (BBRI) Salurkan Kredit Rp1.355 Triliun di 2024 82 Persen untuk UMKM https://t.co/I4xR2Veu3c,bri (bbri) salurkan kredit rp1.355 triliun di 2024 82 persen untuk umkm https://t.co/i4xr2veu3c,bri bbri salurkan kredit rp triliun di persen untuk umkm,"['bri', 'bbri', 'salurkan', 'kredit', 'rp', 'triliun', 'di', 'persen', 'untuk', 'umkm']","['bri', 'bbri', 'salurkan', 'kredit', 'rp', 'triliun', 'di', 'persen', 'untuk', 'umkm']","['bri', 'bbri', 'salurkan', 'kredit', 'rp', 'triliun', 'persen', 'umkm']","['bri', 'bbri', 'salur', 'kredit', 'rp', 'triliun', 'persen', 'umkm']",positif,bri bbri salur kredit rp triliun persen umkm
2025-02-12 07:30:14+00:00,BRI (BBRI) Berpotensi Bagi Dividen Rp204/Saham Yield 5 04% https://t.co/2bhhNiKqVa,bri (bbri) berpotensi bagi dividen rp204/saham yield 5 04% https://t.co/2bhhnikqva,bri bbri berpotensi bagi dividen rpsaham yield,"['bri', 'bbri', 'berpotensi', 'bagi', 'dividen', 'rpsaham', 'yield']","['bri', 'bbri', 'berpotensi', 'bagi', 'dividen', 'rpsaham', 'yield']","['bri', 'bbri', 'berpotensi', 'dividen', 'rpsaham', 'yield']","['bri', 'bbri', 'potensi', 'dividen', 'rpsaham', 'yield']",positif,bri bbri potensi dividen rpsaham yield
2025-02-12 07:31:23+00:00,@bawelbangetah_ Ekonomi stabil itu jika saham BBRI kembali ke 6 rb.,@bawelbangetah_ ekonomi stabil itu jika saham bbri kembali ke 6 rb.,ekonomi stabil itu jika saham bbri kembali ke rb,"['ekonomi', 'stabil', 'itu', 'jika', 'saham', 'bbri', 'kembali', 'ke', 'rb']","['ekonomi', 'stabil', 'itu', 'jika', 'saham', 'bbri', 'kembali', 'ke', 'ribu']","['ekonomi', 'stabil', 'saham', 'bbri', 'ribu']","['ekonomi', 'stabil', 'saham', 'bbri', 'ribu']",netral,ekonomi stabil saham bbri ribu
2025-02-12 07:45:58+00:00,@guesswho1333 @ciyOmyiee makanya anjir. woiii orang2 belajarlah investasi di saham! kalo lu udh mgerti udah jago udah diemin aja tuh duit yg ber M M disaham! pertahun juga dapet dividen. naro 4m di BBRI setahun sekali dapet minimal bgt 90jt,@guesswho1333 @ciyomyiee makanya anjir. woiii orang2 belajarlah investasi di saham! kalo lu udh mgerti udah jago udah diemin aja tuh duit yg ber m m disaham! pertahun juga dapet dividen. naro 4m di bbri setahun sekali dapet minimal bgt 90jt,makanya anjir woiii orang belajarlah investasi di saham kalo lu udh mgerti udah jago udah diemin aja tuh duit yg ber m m disaham pertahun juga dapet dividen naro m di bbri setahun sekali dapet minimal bgt jt,"['makanya', 'anjir', 'woiii', 'orang', 'belajarlah', 'investasi', 'di', 'saham', 'kalo', 'lu', 'udh', 'mgerti', 'udah', 'jago', 'udah', 'diemin', 'aja', 'tuh', 'duit', 'yg', 'ber', 'm', 'm', 'disaham', 'pertahun', 'juga', 'dapet', 'dividen', 'naro', 'm', 'di', 'bbri', 'setahun', 'sekali', 'dapet', 'minimal', 'bgt', 'jt']","['makanya', 'anjir', 'woiii', 'orang', 'belajarlah', 'investasi', 'di', 'saham', 'kalo', 'lu', 'sudah', 'mgerti', 'sudah', 'jago', 'sudah', 'diamkan', 'saja', 'tuh', 'duit', 'yang', 'ber', 'sama', 'sama', 'disaham', 'pertahun', 'juga', 'dapat', 'dividen', 'naro', 'sama', 'di', 'bbri', 'setahun', 'sekali', 'dapat', 'minimal', 'banget', 'juta']","['makanya', 'anjir', 'woiii', 'orang', 'belajarlah', 'investasi', 'saham', 'kalo', 'lu', 'mgerti', 'jago', 'diamkan', 'tuh', 'duit', 'ber', 'sama', 'sama', 'disaham', 'pertahun', 'dividen', 'naro', 'sama', 'bbri', 'setahun', 'sekali', 'minimal', 'banget', 'juta']","['makanya', 'anjir', 'woiii', 'orang', 'bajar', 'investasi', 'saham', 'kalo', 'lu', 'mgerti', 'jago', 'diam', 'tuh', 'duit', 'ber', 'sama', 'sama', 'saham', 'tahun', 'dividen', 'naro', 'sama', 'bbri', 'tahun', 'sekali', 'minimal', 'banget', 'juta']",positif,makanya anjir woiii orang bajar investasi saham kalo lu mgerti jago diam tuh duit ber sama sama saham tahun dividen naro sama bbri tahun sekali minimal banget juta
2025-02-12 08:14:47+00:00,@Saham_fess Yg sudah punya BBRI 1jt lot mah senyum-senyum aja ,@saham_fess yg sudah punya bbri 1jt lot mah senyum-senyum aja ,yg sudah punya bbri jt lot mah senyumsenyum aja,"['yg', 'sudah', 'punya', 'bbri', 'jt', 'lot', 'mah', 'senyumsenyum', 'aja']","['yang', 'sudah', 'punya', 'bbri', 'juta', 'lot', 'mah', 'senyumsenyum', 'saja']","['punya', 'bbri', 'juta', 'lot', 'mah', 'senyumsenyum']","['punya', 'bbri', 'juta', 'lot', 'mah', 'senyumsenyum']",positif,punya bbri juta lot mah senyumsenyum
2025-02-12 08:37:00+00:00,$BBRI mencatat laba bersih konsolidasi sebesar Rp60 64 T pada 2024 dengan laba yg dpt diatribusikan kepada pemilik (PATMI) mencapai Rp60 15 T. Kenaikan ini didorong oleh pendapatan konsolidasi Rp145 3 triliun (+4 1% YoY) dari pendapatan bunga yg naik 9 96% menjadi Rp199 26 T https://t.co/uMoaRbvJVw,$bbri mencatat laba bersih konsolidasi sebesar rp60 64 t pada 2024 dengan laba yg dpt diatribusikan kepada pemilik (patmi) mencapai rp60 15 t. kenaikan ini didorong oleh pendapatan konsolidasi rp145 3 triliun (+4 1% yoy) dari pendapatan bunga yg naik 9 96% menjadi rp199 26 t https://t.co/umoarbvjvw,bbri mencatat laba bersih konsolidasi sebesar rp t pada dengan laba yg dpt diatribusikan kepada pemilik patmi mencapai rp t kenaikan ini didorong oleh pendapatan konsolidasi rp triliun yoy dari pendapatan bunga yg naik menjadi rp t,"['bbri', 'mencatat', 'laba', 'bersih', 'konsolidasi', 'sebesar', 'rp', 't', 'pada', 'dengan', 'laba', 'yg', 'dpt', 'diatribusikan', 'kepada', 'pemilik', 'patmi', 'mencapai', 'rp', 't', 'kenaikan', 'ini', 'didorong', 'oleh', 'pendapatan', 'konsolidasi', 'rp', 'triliun', 'yoy', 'dari', 'pendapatan', 'bunga', 'yg', 'naik', 'menjadi', 'rp', 't']","['bbri', 'mencatat', 'laba', 'bersih', 'konsolidasi', 'sebesar', 'rp', 't', 'pada', 'dengan', 'laba', 'yang', 'dapat', 'diatribusikan', 'kepada', 'pemilik', 'patmi', 'mencapai', 'rp', 't', 'kenaikan', 'ini', 'didorong', 'oleh', 'pendapatan', 'konsolidasi', 'rp', 'triliun', 'yoy', 'dari', 'pendapatan', 'bunga', 'yang', 'naik', 'menjadi', 'rp', 't']","['bbri', 'mencatat', 'laba', 'bersih', 'konsolidasi', 'sebesar', 'rp', 't', 'laba', 'diatribusikan', 'pemilik', 'patmi', 'mencapai', 'rp', 't', 'kenaikan', 'didorong', 'pendapatan', 'konsolidasi', 'rp', 'triliun', 'yoy', 'pendapatan', 'bunga', 'naik', 'menjadi', 'rp', 't']","['bbri', 'catat', 'laba', 'bersih', 'konsolidasi', 'besar', 'rp', 't', 'laba', 'diatribusikan', 'milik', 'patmi', 'capai', 'rp', 't', 'naik', 'dorong', 'dapat', 'konsolidasi', 'rp', 'triliun', 'yoy', 'dapat', 'bunga', 'naik', 'jadi', 'rp', 't']",positif,bbri catat laba bersih konsolidasi besar rp t laba diatribusikan milik patmi capai rp t naik dorong dapat konsolidasi rp triliun yoy dapat bunga naik jadi rp t
2025-02-12 08:37:02+00:00,Cek untuk lihat prospek $BBRI ke depannya ⬇️ https://t.co/VHYYSAeHAN,cek untuk lihat prospek $bbri ke depannya ⬇️ https://t.co/vhyysaehan,cek untuk lihat prospek bbri ke depannya,"['cek', 'untuk', 'lihat', 'prospek', 'bbri', 'ke', 'depannya']","['cek', 'untuk', 'lihat', 'prospek', 'bbri', 'ke', 'depannya']","['cek', 'lihat', 'prospek', 'bbri', 'depannya']","['cek', 'lihat', 'prospek', 'bbri', 'depan']",netral,cek lihat prospek bbri depan
2025-02-12 10:36:26+00:00,@SekuritasBahana lagi dan lagi DX net buy saham BBRI 276 7 milyar hari ini.. menyala DX menyala BBRI ,@sekuritasbahana lagi dan lagi dx net buy saham bbri 276 7 milyar hari ini.. menyala dx menyala bbri ,lagi dan lagi dx net buy saham bbri milyar hari ini menyala dx menyala bbri,"['lagi', 'dan', 'lagi', 'dx', 'net', 'buy', 'saham', 'bbri', 'milyar', 'hari', 'ini', 'menyala', 'dx', 'menyala', 'bbri']","['lagi', 'dan', 'lagi', 'dx', 'net', 'buy', 'saham', 'bbri', 'milyar', 'hari', 'ini', 'menyala', 'dx', 'menyala', 'bbri']","['dx', 'net', 'buy', 'saham', 'bbri', 'milyar', 'hari', 'menyala', 'dx', 'menyala', 'bbri']","['dx', 'net', 'buy', 'saham', 'bbri', 'milyar', 'hari', 'nyala', 'dx', 'nyala', 'bbri']",positif,dx net buy saham bbri milyar hari nyala dx nyala bbri
2025-02-12 10:46:57+00:00,@bASRIKhan5 @Saham_fess BBRI atau BMRI bang?,@basrikhan5 @saham_fess bbri atau bmri bang?,bbri atau bmri bang,"['bbri', 'atau', 'bmri', 'bang']","['bbri', 'atau', 'bmri', 'bang']","['bbri', 'bmri', 'bang']","['bbri', 'bmri', 'bang']",netral,bbri bmri bang
2025-02-12 10:51:27+00:00,@AMar_Dimitri @Saham_fess Bbri bmri bbca,@amar_dimitri @saham_fess bbri bmri bbca,bbri bmri bbca,"['bbri', 'bmri', 'bbca']","['bbri', 'bmri', 'bbca']","['bbri', 'bmri', 'bbca']","['bbri', 'bmri', 'bbca']",netral,bbri bmri bbca
2025-02-12 11:47:55+00:00,BloombergTechnoz: *BRI (BBRI) Berpotensi Bagi Dividen Rp204/Saham Yield 5 04%* 2025-02-12 07:27:58.432 GMT https://t.co/DMLlQOh6ns *BBRI*,bloombergtechnoz: *bri (bbri) berpotensi bagi dividen rp204/saham yield 5 04%* 2025-02-12 07:27:58.432 gmt https://t.co/dmllqoh6ns *bbri*,bloombergtechnoz bri bbri berpotensi bagi dividen rpsaham yield gmt bbri,"['bloombergtechnoz', 'bri', 'bbri', 'berpotensi', 'bagi', 'dividen', 'rpsaham', 'yield', 'gmt', 'bbri']","['bloombergtechnoz', 'bri', 'bbri', 'berpotensi', 'bagi', 'dividen', 'rpsaham', 'yield', 'gmt', 'bbri']","['bloombergtechnoz', 'bri', 'bbri', 'berpotensi', 'dividen', 'rpsaham', 'yield', 'gmt', 'bbri']","['bloombergtechnoz', 'bri', 'bbri', 'potensi', 'dividen', 'rpsaham', 'yield', 'gmt', 'bbri']",positif,bloombergtechnoz bri bbri potensi dividen rpsaham yield gmt bbri
2025-02-12 11:54:00+00:00,*applause* buat BBRI.... Tolong dividen Dari anak usaha juga dishare aja ke pemegang saham ternyata di gambar ketiga dia stock emas juga yang naik Dari tahun 2023 Menarik ngebaca FR BBRI. https://t.co/6peIASUc7w,*applause* buat bbri.... tolong dividen dari anak usaha juga dishare aja ke pemegang saham ternyata di gambar ketiga dia stock emas juga yang naik dari tahun 2023 menarik ngebaca fr bbri. https://t.co/6peiasuc7w,applause buat bbri tolong dividen dari anak usaha juga dishare aja ke pemegang saham ternyata di gambar ketiga dia stock emas juga yang naik dari tahun menarik ngebaca fr bbri,"['applause', 'buat', 'bbri', 'tolong', 'dividen', 'dari', 'anak', 'usaha', 'juga', 'dishare', 'aja', 'ke', 'pemegang', 'saham', 'ternyata', 'di', 'gambar', 'ketiga', 'dia', 'stock', 'emas', 'juga', 'yang', 'naik', 'dari', 'tahun', 'menarik', 'ngebaca', 'fr', 'bbri']","['applause', 'buat', 'bbri', 'tolong', 'dividen', 'dari', 'anak', 'usaha', 'juga', 'dishare', 'saja', 'ke', 'pemegang', 'saham', 'ternyata', 'di', 'gambar', 'ketiga', 'dia', 'stock', 'emas', 'juga', 'yang', 'naik', 'dari', 'tahun', 'menarik', 'ngebaca', 'fr', 'bbri']","['applause', 'buat', 'bbri', 'dividen', 'anak', 'usaha', 'dishare', 'pemegang', 'saham', 'ternyata', 'gambar', 'ketiga', 'stock', 'emas', 'naik', 'tahun', 'menarik', 'ngebaca', 'fr', 'bbri']","['applause', 'buat', 'bbri', 'dividen', 'anak', 'usaha', 'dishare', 'pegang', 'saham', 'nyata', 'gambar', 'tiga', 'stock', 'emas', 'naik', 'tahun', 'tarik', 'ngebaca', 'fr', 'bbri']",positif,applause buat bbri dividen anak usaha dishare pegang saham nyata gambar tiga stock emas naik tahun tarik ngebaca fr bbri
2025-02-12 11:57:03+00:00,@ciyOmyiee Bodo amat BBRI gue udh bikin sedihh ,@ciyomyiee bodo amat bbri gue udh bikin sedihh ,bodo amat bbri gue udh bikin sedihh,"['bodo', 'amat', 'bbri', 'gue', 'udh', 'bikin', 'sedihh']","['bodo', 'amat', 'bbri', 'gue', 'sudah', 'bikin', 'sedih']","['bodo', 'bbri', 'gue', 'bikin', 'sedih']","['bodo', 'bbri', 'gue', 'bikin', 'sedih']",negatif,bodo bbri gue bikin sedih
2025-02-12 11:58:27+00:00,BBRI balik ke 4000-an,bbri balik ke 4000-an,bbri balik ke an,"['bbri', 'balik', 'ke', 'an']","['bbri', 'balik', 'ke', 'an']","['bbri', 'balik', 'an']","['bbri', 'balik', 'an']",netral,bbri balik an
2025-02-12 12:10:42+00:00,@MantraSmara @Saham_fess knp orng2 mendewakan bbri bgt ya? krn bagi deviden 2 kali setaun?,@mantrasmara @saham_fess knp orng2 mendewakan bbri bgt ya? krn bagi deviden 2 kali setaun?,knp orng mendewakan bbri bgt ya krn bagi deviden kali setaun,"['knp', 'orng', 'mendewakan', 'bbri', 'bgt', 'ya', 'krn', 'bagi', 'deviden', 'kali', 'setaun']","['kenapa', 'orang', 'mendewakan', 'bbri', 'banget', 'ya', 'karena', 'bagi', 'deviden', 'kali', 'setaun']","['orang', 'mendewakan', 'bbri', 'banget', 'deviden', 'kali', 'setaun']","['orang', 'dewa', 'bbri', 'banget', 'deviden', 'kali', 'taun']",negatif,orang dewa bbri banget deviden kali taun
2025-02-12 12:16:36+00:00,@silentreader_x @Saham_fess Ya cuma buat contoh aja misal bbri punya 1jt lot diitung aja dividennya dpt berapa gitu Bang.,@silentreader_x @saham_fess ya cuma buat contoh aja misal bbri punya 1jt lot diitung aja dividennya dpt berapa gitu bang.,ya cuma buat contoh aja misal bbri punya jt lot diitung aja dividennya dpt berapa gitu bang,"['ya', 'cuma', 'buat', 'contoh', 'aja', 'misal', 'bbri', 'punya', 'jt', 'lot', 'diitung', 'aja', 'dividennya', 'dpt', 'berapa', 'gitu', 'bang']","['ya', 'cuma', 'buat', 'contoh', 'saja', 'misal', 'bbri', 'punya', 'juta', 'lot', 'diitung', 'saja', 'dividennya', 'dapat', 'berapa', 'begitu', 'bang']","['cuma', 'buat', 'contoh', 'misal', 'bbri', 'punya', 'juta', 'lot', 'diitung', 'dividennya', 'berapa', 'bang']","['cuma', 'buat', 'contoh', 'misal', 'bbri', 'punya', 'juta', 'lot', 'diitung', 'dividen', 'berapa', 'bang']",netral,cuma buat contoh misal bbri punya juta lot diitung dividen berapa bang
2025-02-12 13:16:20+00:00,Penurunan Laba Bersih BBRI 4Q24: Tanda Bahaya atau Peluang Investasi? https://t.co/A8IJkxNxxX,penurunan laba bersih bbri 4q24: tanda bahaya atau peluang investasi? https://t.co/a8ijkxnxxx,penurunan laba bersih bbri q tanda bahaya atau peluang investasi,"['penurunan', 'laba', 'bersih', 'bbri', 'q', 'tanda', 'bahaya', 'atau', 'peluang', 'investasi']","['penurunan', 'laba', 'bersih', 'bbri', 'ku', 'tanda', 'bahaya', 'atau', 'peluang', 'investasi']","['penurunan', 'laba', 'bersih', 'bbri', 'ku', 'tanda', 'bahaya', 'peluang', 'investasi']","['turun', 'laba', 'bersih', 'bbri', 'ku', 'tanda', 'bahaya', 'peluang', 'investasi']",negatif,turun laba bersih bbri ku tanda bahaya peluang investasi
2025-02-12 13:28:37+00:00,BBRI kalau index rebound BBRI salahsatu yg cukup menarik untuk sekedar trade jangka pendek karna supportnya di jaga bbrp hr ini https://t.co/ltBRXtPQLv,bbri kalau index rebound bbri salahsatu yg cukup menarik untuk sekedar trade jangka pendek karna supportnya di jaga bbrp hr ini https://t.co/ltbrxtpqlv,bbri kalau index rebound bbri salahsatu yg cukup menarik untuk sekedar trade jangka pendek karna supportnya di jaga bbrp hr ini,"['bbri', 'kalau', 'index', 'rebound', 'bbri', 'salahsatu', 'yg', 'cukup', 'menarik', 'untuk', 'sekedar', 'trade', 'jangka', 'pendek', 'karna', 'supportnya', 'di', 'jaga', 'bbrp', 'hr', 'ini']","['bbri', 'kalau', 'index', 'rebound', 'bbri', 'salahsatu', 'yang', 'cukup', 'menarik', 'untuk', 'sekedar', 'trade', 'jangka', 'pendek', 'karena', 'supportnya', 'di', 'jaga', 'beberapa', 'hari', 'ini']","['bbri', 'kalau', 'index', 'rebound', 'bbri', 'salahsatu', 'cukup', 'menarik', 'sekedar', 'trade', 'jangka', 'pendek', 'supportnya', 'jaga', 'beberapa', 'hari']","['bbri', 'kalau', 'index', 'rebound', 'bbri', 'salahsatu', 'cukup', 'tarik', 'dar', 'trade', 'jangka', 'pendek', 'supportnya', 'jaga', 'beberapa', 'hari']",positif,bbri kalau index rebound bbri salahsatu cukup tarik dar trade jangka pendek supportnya jaga beberapa hari
2025-02-12 15:21:34+00:00,@SekuritasBahana jangan lupa borong BBRI lagi ya min ,@sekuritasbahana jangan lupa borong bbri lagi ya min ,jangan lupa borong bbri lagi ya min,"['jangan', 'lupa', 'borong', 'bbri', 'lagi', 'ya', 'min']","['jangan', 'lupa', 'borong', 'bbri', 'lagi', 'ya', 'min']","['jangan', 'lupa', 'borong', 'bbri', 'min']","['jangan', 'lupa', 'borong', 'bbri', 'min']",positif,jangan lupa borong bbri min
2025-02-12 16:00:26+00:00,PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) membukukan pertumbuhan pendapatan sepanjang tahun 2024 dari tahun 2023. Pendapatan dan laba bersih emiten ini naik masing-masing 4 1% dan 0 36%. Baca selengkapnya: https://t.co/SdcHx5CksM https://t.co/V90z1GMvEH,pt bank rakyat indonesia (persero) tbk (bbri) membukukan pertumbuhan pendapatan sepanjang tahun 2024 dari tahun 2023. pendapatan dan laba bersih emiten ini naik masing-masing 4 1% dan 0 36%. baca selengkapnya: https://t.co/sdchx5cksm https://t.co/v90z1gmveh,pt bank rakyat indonesia persero tbk bbri membukukan pertumbuhan pendapatan sepanjang tahun dari tahun pendapatan dan laba bersih emiten ini naik masingmasing dan baca selengkapnya,"['pt', 'bank', 'rakyat', 'indonesia', 'persero', 'tbk', 'bbri', 'membukukan', 'pertumbuhan', 'pendapatan', 'sepanjang', 'tahun', 'dari', 'tahun', 'pendapatan', 'dan', 'laba', 'bersih', 'emiten', 'ini', 'naik', 'masingmasing', 'dan', 'baca', 'selengkapnya']","['pt', 'bank', 'rakyat', 'indonesia', 'persero', 'tbk', 'bbri', 'membukukan', 'pertumbuhan', 'pendapatan', 'sepanjang', 'tahun', 'dari', 'tahun', 'pendapatan', 'dan', 'laba', 'bersih', 'emiten', 'ini', 'naik', 'masingmasing', 'dan', 'baca', 'selengkapnya']","['pt', 'bank', 'rakyat', 'indonesia', 'persero', 'tbk', 'bbri', 'membukukan', 'pertumbuhan', 'pendapatan', 'sepanjang', 'tahun', 'tahun', 'pendapatan', 'laba', 'bersih', 'emiten', 'naik', 'masingmasing', 'baca', 'selengkapnya']","['pt', 'bank', 'rakyat', 'indonesia', 'persero', 'tbk', 'bbri', 'buku', 'tumbuh', 'dapat', 'panjang', 'tahun', 'tahun', 'dapat', 'laba', 'bersih', 'emiten', 'naik', 'masingmasing', 'baca', 'lengkap']",positif,pt bank rakyat indonesia persero tbk bbri buku tumbuh dapat panjang tahun tahun dapat laba bersih emiten naik masingmasing baca lengkap
2025-02-12 16:02:28+00:00,Bbri kapan naik anyinkkk gw mau beli Nars,bbri kapan naik anyinkkk gw mau beli nars,bbri kapan naik anyinkkk gw mau beli nars,"['bbri', 'kapan', 'naik', 'anyinkkk', 'gw', 'mau', 'beli', 'nars']","['bbri', 'kapan', 'naik', 'anyinkkk', 'gue', 'mau', 'beli', 'nars']","['bbri', 'kapan', 'naik', 'anyinkkk', 'gue', 'mau', 'beli', 'nars']","['bbri', 'kapan', 'naik', 'anyinkkk', 'gue', 'mau', 'beli', 'nars']",negatif,bbri kapan naik anyinkkk gue mau beli nars
2025-02-12 16:15:48+00:00,@nanxami calm bbri mah buat jangka panjang aja klo aku mah save dulu pasti bakal naik kok ,@nanxami calm bbri mah buat jangka panjang aja klo aku mah save dulu pasti bakal naik kok ,calm bbri mah buat jangka panjang aja klo aku mah save dulu pasti bakal naik kok,"['calm', 'bbri', 'mah', 'buat', 'jangka', 'panjang', 'aja', 'klo', 'aku', 'mah', 'save', 'dulu', 'pasti', 'bakal', 'naik', 'kok']","['calm', 'bbri', 'mah', 'buat', 'jangka', 'panjang', 'saja', 'kalo', 'aku', 'mah', 'save', 'dulu', 'pasti', 'bakal', 'naik', 'kok']","['calm', 'bbri', 'mah', 'buat', 'jangka', 'panjang', 'kalo', 'aku', 'mah', 'save', 'dulu', 'bakal', 'naik', 'kok']","['calm', 'bbri', 'mah', 'buat', 'jangka', 'panjang', 'kalo', 'aku', 'mah', 'save', 'dulu', 'bakal', 'naik', 'kok']",positif,calm bbri mah buat jangka panjang kalo aku mah save dulu bakal naik kok
